slug,latin_name,query_name,rank,kingdom,phylum,class_name,order_name,family,genus,species,scientific_name,match_type,confidence
gelechiidae-indet,Gelechiidae indet.,Gelechiidae indet.,family,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,,,Gelechiidae,HIGHERRANK,94
habrosyne-pyritoides,Habrosyne pyritoides,Habrosyne pyritoides,species,Animalia,Arthropoda,Insecta,Lepidoptera,Drepanidae,Habrosyne,pyritoides,"Habrosyne pyritoides Hufnagel, 1767",EXACT,99
harmonia-axyridis-f-conspicua,Harmonia axyridis f. conspicua,Harmonia axyridis f. conspicua,form,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,axyridis,Harmonia axyridis f. conspicua,EXACT,99
herminia-tarsipennalis,Herminia tarsipennalis,Herminia tarsipennalis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Herminia,tarsipennalis,"Herminia tarsipennalis Treitschke, 1835",EXACT,99
hoplodrina-ambigua,Hoplodrina ambigua,Hoplodrina ambigua,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hoplodrina,ambigua,"Hoplodrina ambigua (Denis & Schiffermüller) , 1775",EXACT,97
hydrangea-macrophylla,Hydrangea macrophylla,Hydrangea macrophylla,species,Plantae,Tracheophyta,Magnoliopsida,Cornales,Hydrangeaceae,Hydrangea,macrophylla,Hydrangea macrophylla (Thunb.) Ser.,EXACT,99
hygromia-cinctella,Hygromia cinctella,Hygromia cinctella,species,Animalia,Mollusca,Gastropoda,Stylommatophora,Hygromiidae,Hygromia,cinctella,"Hygromia cinctella (Draparnaud, 1801)",EXACT,99
hypsopygia-glaucinalis,Hypsopygia glaucinalis,Hypsopygia glaucinalis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Hypsopygia,glaucinalis,"Hypsopygia glaucinalis (Linnaeus, 1758)",EXACT,99
idaea-dimidiata,Idaea dimidiata,Idaea dimidiata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,dimidiata,"Idaea dimidiata (Hufnagel, 1767)",EXACT,99
iris-pseudacorus,Iris pseudacorus,Iris pseudacorus,species,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,pseudacorus,Iris pseudacorus L.,EXACT,99
juglans-regia,Juglans regia,Juglans regia,species,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,regia,Juglans regia L.,EXACT,99
knautia-arvensis,Knautia arvensis,Knautia arvensis,species,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Knautia,arvensis,Knautia arvensis (L.) Coult.,EXACT,98
lateroligia-ophiogramma,Lateroligia ophiogramma,Lateroligia ophiogramma,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lateroligia,ophiogramma,"Lateroligia ophiogramma (Esper, 1793)",EXACT,99
lepidium-ruderale,Lepidium ruderale,Lepidium ruderale,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,ruderale,Lepidium ruderale L.,EXACT,97
leptocerus-tineiformis,Leptocerus tineiformis,Leptocerus tineiformis,species,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Leptocerus,tineiformis,"Leptocerus tineiformis Curtis, 1834",EXACT,99
limax-maximus,Limax maximus,Limax maximus,species,Animalia,Mollusca,Gastropoda,Stylommatophora,Limacidae,Limax,maximus,"Limax maximus Linnaeus, 1758",EXACT,99
lysimachia-vulgaris,Lysimachia vulgaris,Lysimachia vulgaris,species,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,vulgaris,Lysimachia vulgaris L.,EXACT,97
melanostoma-scalare,Melanostoma scalare,Melanostoma scalare,species,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Melanostoma,scalare,"Melanostoma scalare (Fabricius, 1794)",EXACT,99
mentha-aquatica,Mentha aquatica,Mentha aquatica,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,aquatica,Mentha aquatica L.,EXACT,98
mompha-epilobiella,Mompha epilobiella,Mompha epilobiella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,epilobiella,"Mompha epilobiella Römer, 1794",EXACT,97
noctua-fimbriata,Noctua fimbriata,Noctua fimbriata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctua,fimbriata,"Noctua fimbriata Schreber, 1759",EXACT,99
notocelia-uddmanniana,Notocelia uddmanniana,Notocelia uddmanniana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Notocelia,uddmanniana,"Notocelia uddmanniana (Linnaeus, 1758)",EXACT,99
ocypus-olens,Ocypus olens,Ocypus olens,species,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Ocypus,olens,"Ocypus olens (O.F.Müller, 1764)",EXACT,99
oligia-strigilis,Oligia strigilis,Oligia strigilis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Oligia,strigilis,"Oligia strigilis (Linnaeus, 1758)",EXACT,99
pandemis-heparana,Pandemis heparana,Pandemis heparana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pandemis,heparana,"Pandemis heparana (Denis & Schiffermüller) , 1775",EXACT,99
pastinaca-sativa,Pastinaca sativa,Pastinaca sativa,species,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pastinaca,sativa,Pastinaca sativa L.,EXACT,97
persicaria-lapathifolia-persicaria-maculosa,Persicaria lapathifolia + Persicaria maculosa,,compound,,,,,,,,,,
phyllobius-pomaceus,Phyllobius pomaceus,Phyllobius pomaceus,species,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Phyllobius,pomaceus,"Phyllobius pomaceus Gyllenhal, 1834",EXACT,99
phyllonorycter-quinqueguttella,Phyllonorycter quinqueguttella,Phyllonorycter quinqueguttella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,quinqueguttella,"Phyllonorycter quinqueguttella (Stainton, 1851)",EXACT,99
pieris-mannii,Pieris mannii,Pieris mannii,species,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,mannii,"Pieris mannii (Mayer, 1851)",EXACT,99
pieris-rapae-rapae,Pieris rapae rapae,Pieris rapae rapae,subspecies,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,rapae,Pieris rapae rapae,EXACT,98
polypogon-viridis,Polypogon viridis,Polypogon viridis,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Polypogon,viridis,Polypogon viridis (Gouan) Breistr.,EXACT,99
populus-alba,Populus alba,Populus alba,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,alba,Populus alba L.,EXACT,99
prunus-cerasifera,Prunus cerasifera,Prunus cerasifera,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,cerasifera,Prunus cerasifera Ehrh.,EXACT,98
rhinanthus-minor,Rhinanthus minor,Rhinanthus minor,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rhinanthus,minor,Rhinanthus minor L.,EXACT,97
robinia-pseudoacacia,Robinia pseudoacacia,Robinia pseudoacacia,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,Robinia pseudoacacia L.,EXACT,99
rorippa-sylvestris,Rorippa sylvestris,Rorippa sylvestris,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Rorippa,sylvestris,Rorippa sylvestris (L.) Besser,EXACT,99
scathophaga-stercoraria,Scathophaga stercoraria,Scathophaga stercoraria,species,Animalia,Arthropoda,Insecta,Diptera,Scathophagidae,Scathophaga,stercoraria,"Scathophaga stercoraria (Linnaeus, 1758)",EXACT,99
scytodes-thoracica,Scytodes thoracica,Scytodes thoracica,species,Animalia,Arthropoda,Arachnida,Araneae,Scytodidae,Scytodes,thoracica,"Scytodes thoracica (Latreille, 1802)",EXACT,99
silene-vulgaris,Silene vulgaris,Silene vulgaris,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,vulgaris,Silene vulgaris (Moench) Garcke,EXACT,99
spilosoma-lubricipeda,Spilosoma lubricipeda,Spilosoma lubricipeda,species,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Spilosoma,lubricipeda,"Spilosoma lubricipeda (Linnaeus, 1758)",EXACT,97
swammerdamia-paraswammerdamia-spec,Swammerdamia/Paraswammerdamia spec.,Paraswammerdamia spec.,genus,Animalia,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Paraswammerdamia,,"Paraswammerdamia Friese, 1960",HIGHERRANK,94
tanacetum-parthenium,Tanacetum parthenium,Tanacetum parthenium,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tanacetum,parthenium,Tanacetum parthenium (L.) Sch.Bip.,EXACT,99
taraxacum-officinale-s-l-incl-all-sect,Taraxacum officinale s.l. (incl. all sect.),Taraxacum officinale s.l. (incl. all sect.),species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,officinale,Taraxacum officinale Weber ex F.H.Wigg.,HIGHERRANK,98
teleiodes-vulgella,Teleiodes vulgella,Teleiodes vulgella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Teleiodes,vulgella,"Teleiodes vulgella (Denis & Schiffermüller) , 1775",EXACT,99
tephritis-bardanae,Tephritis bardanae,Tephritis bardanae,species,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Tephritis,bardanae,"Tephritis bardanae (Schrank, 1803)",EXACT,99
thalictrum-flavum,Thalictrum flavum,Thalictrum flavum,species,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,flavum,Thalictrum flavum L.,EXACT,98
thalictrum-speciosissimum,Thalictrum speciosissimum,Thalictrum speciosissimum,species,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Thalictrum,speciosissimum,Thalictrum speciosissimum L.,EXACT,97
tilia-spec,Tilia spec.,Tilia spec.,genus,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Tilia,,Tilia L.,HIGHERRANK,94
tineola-bisselliella,Tineola bisselliella,Tineola bisselliella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Tineola,bisselliella,"Tineola bisselliella (Hummel, 1823)",EXACT,99
trifolium-pratense,Trifolium pratense,Trifolium pratense,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,pratense,Trifolium pratense L.,EXACT,99
trifolium-repens,Trifolium repens,Trifolium repens,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,repens,Trifolium repens L.,EXACT,97
verbena-bonariensis,Verbena bonariensis,Verbena bonariensis,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,bonariensis,Verbena bonariensis L.,EXACT,97
xanthorhoe-fluctuata,Xanthorhoe fluctuata,Xanthorhoe fluctuata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,fluctuata,"Xanthorhoe fluctuata (Linnaeus, 1758)",EXACT,97
xestia-triangulum,Xestia triangulum,Xestia triangulum,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xestia,triangulum,"Xestia triangulum Hufnagel, 1766",EXACT,99
achillea-filipendulina,Achillea filipendulina,Achillea filipendulina,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,filipendulina,Achillea filipendulina Lam.,EXACT,99
agelena-labyrinthica,Agelena labyrinthica,Agelena labyrinthica,species,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelena,labyrinthica,"Agelena labyrinthica (Clerck, 1757)",EXACT,99
agrostemma-githago,Agrostemma githago,Agrostemma githago,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Agrostemma,githago,Agrostemma githago L.,EXACT,99
agrostis-spec,Agrostis spec.,Agrostis spec.,genus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Agrostis,,Agrostis L.,HIGHERRANK,92
alnus-glutinosa,Alnus glutinosa,Alnus glutinosa,species,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,glutinosa,Alnus glutinosa (L.) Gaertn.,EXACT,98
anax-imperator,Anax imperator,Anax imperator,species,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Anax,imperator,"Anax imperator Leach, 1815",EXACT,99
anisantha-sterilis,Anisantha sterilis,Anisantha sterilis,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,sterilis,Anisantha sterilis (L.) Nevski,EXACT,98
anobiidae-indet,Anobiidae indet.,Anobiidae indet.,family,Animalia,Arthropoda,Insecta,Coleoptera,Anobiidae,,,Anobiidae,HIGHERRANK,94
aphrophora-salicina,Aphrophora salicina,Aphrophora salicina,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Aphrophora,salicina,"Aphrophora salicina (Goeze, 1778)",EXACT,99
arctium-lappa,Arctium lappa,Arctium lappa,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arctium,lappa,Arctium lappa L.,EXACT,97
arctium-spec,Arctium spec.,Arctium spec.,genus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arctium,,Arctium L.,HIGHERRANK,92
atriplex-prostrata,Atriplex prostrata,Atriplex prostrata,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,prostrata,Atriplex prostrata DC.,EXACT,97
auricularia-mesenterica,Auricularia mesenterica,Auricularia mesenterica,species,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,mesenterica,Auricularia mesenterica (Dicks.) Pers.,EXACT,97
brassica-rapa,Brassica rapa,Brassica rapa,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,rapa,Brassica rapa L.,EXACT,97
capsella-bursa-pastoris,Capsella bursa-pastoris,Capsella bursa-pastoris,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella,bursa-pastoris,Capsella bursa-pastoris (L.) Medik.,EXACT,99
carabidae-indet,Carabidae indet.,Carabidae indet.,family,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,,Carabidae,HIGHERRANK,94
centaurea-scabiosa,Centaurea scabiosa,Centaurea scabiosa,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,scabiosa,Centaurea scabiosa L.,EXACT,97
cernuella-virgata,Cernuella virgata,Cernuella virgata,species,Animalia,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Cernuella,virgata,"Cernuella virgata (Da Costa, 1778)",EXACT,98
chloroclystis-v-ata,Chloroclystis v-ata,Chloroclystis v-ata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Chloroclystis,v-ata,"Chloroclystis v-ata (Haworth, 1809)",EXACT,99
clematis-vitalba,Clematis vitalba,Clematis vitalba,species,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,vitalba,Clematis vitalba L.,EXACT,97
clubiona-spec,Clubiona spec.,Clubiona spec.,genus,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,,"Clubiona Latreille, 1804",HIGHERRANK,94
cnephaeus-serotinus,Cnephaeus serotinus,Cnephaeus serotinus,genus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,,"Cnephaeus Kaup, 1829",HIGHERRANK,94
colletes-daviesanus-fodiens-similis,Colletes daviesanus/fodiens/similis,Colletes daviesanus/fodiens/similis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,daviesanus,"Colletes daviesanus Smith, 1846",EXACT,99
consolida-ajacis,Consolida ajacis,Consolida ajacis,species,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,ajacis,Consolida ajacis (L.) Schur,EXACT,97
coprinellus-micaceus,Coprinellus micaceus,Coprinellus micaceus,species,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,micaceus,"Coprinellus micaceus (Bull.) Vilgalys, Hopple & Jacq.Johnson",EXACT,99
corizus-hyoscyami,Corizus hyoscyami,Corizus hyoscyami,species,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Corizus,hyoscyami,"Corizus hyoscyami (Linnaeus, 1758)",EXACT,99
corylus-avellana,Corylus avellana,Corylus avellana,species,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,avellana,Corylus avellana L.,EXACT,98
cosmia-pyralina,Cosmia pyralina,Cosmia pyralina,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cosmia,pyralina,"Cosmia pyralina (Denis & Schiffermüller) , 1775",EXACT,99
dactylorhiza-maculata,Dactylorhiza maculata,Dactylorhiza maculata,species,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,maculata,Dactylorhiza maculata (L.) Soó,EXACT,99
deraeocoris-flavilinea,Deraeocoris flavilinea,Deraeocoris flavilinea,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Deraeocoris,flavilinea,"Deraeocoris flavilinea (A.Costa, 1862)",EXACT,99
dianthus-armeria,Dianthus armeria,Dianthus armeria,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,armeria,Dianthus armeria L.,EXACT,99
dichrorampha-spec,Dichrorampha spec.,Dichrorampha spec.,genus,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Dichrorampha,,"Dichrorampha Guenée, 1845",HIGHERRANK,94
dicyphus-epilobii,Dicyphus epilobii,Dicyphus epilobii,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Dicyphus,epilobii,"Dicyphus epilobii Reuter, 1883",EXACT,99
digitaria-sanguinalis,Digitaria sanguinalis,Digitaria sanguinalis,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,sanguinalis,Digitaria sanguinalis (L.) Scop.,EXACT,98
dolycoris-baccarum,Dolycoris baccarum,Dolycoris baccarum,species,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Dolycoris,baccarum,"Dolycoris baccarum (Linnaeus, 1758)",EXACT,99
dryopteris-filix-mas,Dryopteris filix-mas,Dryopteris filix-mas,species,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,filix-mas,Dryopteris filix-mas (L.) Schott,EXACT,99
ectemnius-spec,Ectemnius spec.,Ectemnius spec.,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Ectemnius,,"Ectemnius Dahlbom, 1845",HIGHERRANK,94
ectropis-crepuscularia,Ectropis crepuscularia,Ectropis crepuscularia,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ectropis,crepuscularia,"Ectropis crepuscularia (Denis & Schiffermüller) , 1775",EXACT,97
epinotia-abbreviana,Epinotia abbreviana,Epinotia abbreviana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia,abbreviana,"Epinotia abbreviana (Fabricius, 1794)",EXACT,99
eratigena-spec,Eratigena spec.,Eratigena spec.,genus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Eratigena,,"Eratigena Bolzern, Burckhardt & Hänggi, 2013",HIGHERRANK,94
erodium-cicutarium,Erodium cicutarium,Erodium cicutarium,species,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium,cicutarium,Erodium cicutarium (L.) L'Hér.,EXACT,97
eucosma-cana,Eucosma cana,Eucosma cana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucosma,cana,"Eucosma cana (Haworth, 1811)",EXACT,99
geranium-wallichianum,Geranium wallichianum,Geranium wallichianum,species,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,wallichianum,Geranium wallichianum D.Don ex Sweet,EXACT,98
haematopota-pluvialis,Haematopota pluvialis,Haematopota pluvialis,species,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Haematopota,pluvialis,"Haematopota pluvialis (Linnaeus, 1758)",EXACT,99
halyzia-sedecimguttata,Halyzia sedecimguttata,Halyzia sedecimguttata,species,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Halyzia,sedecimguttata,"Halyzia sedecimguttata (Linnaeus, 1758)",EXACT,99
heliconius-charithonia,Heliconius charithonia,Heliconius charithonia,species,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius,charithonia,"Heliconius charithonia (Linnaeus, 1767)",EXACT,99
heterotoma-planicornis,Heterotoma planicornis,Heterotoma planicornis,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Heterotoma,planicornis,"Heterotoma planicornis (Pallas, 1772)",EXACT,99
houttuynia-cordata,Houttuynia cordata,Houttuynia cordata,species,Plantae,Tracheophyta,Magnoliopsida,Piperales,Saururaceae,Houttuynia,cordata,Houttuynia cordata Thunb.,EXACT,99
humulus-lupulus,Humulus lupulus,Humulus lupulus,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Humulus,lupulus,Humulus lupulus L.,EXACT,97
hypena-proboscidalis,Hypena proboscidalis,Hypena proboscidalis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,proboscidalis,"Hypena proboscidalis (Linnaeus, 1758)",EXACT,99
idaea-biselata,Idaea biselata,Idaea biselata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,biselata,"Idaea biselata (Hufnagel, 1767)",EXACT,99
ixodes-ricinus,Ixodes ricinus,Ixodes ricinus,species,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,ricinus,"Ixodes ricinus Linnaeus, 1758",EXACT,97
lacanobia-oleracea,Lacanobia oleracea,Lacanobia oleracea,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacanobia,oleracea,"Lacanobia oleracea Linnaeus, 1758",EXACT,99
lathyrus-sylvestris,Lathyrus sylvestris,Lathyrus sylvestris,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,sylvestris,Lathyrus sylvestris L.,EXACT,99
leontodon-saxatilis,Leontodon saxatilis,Leontodon saxatilis,family,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,Asteraceae,HIGHERRANK,97
lepidium-didymum,Lepidium didymum,Lepidium didymum,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium,didymum,Lepidium didymum L.,EXACT,99
linyphiidae-indet,Linyphiidae indet.,Linyphiidae indet.,family,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,,,Linyphiidae,HIGHERRANK,94
lolium-perenne,Lolium perenne,Lolium perenne,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Lolium,perenne,Lolium perenne L.,EXACT,98
lomographa-bimaculata,Lomographa bimaculata,Lomographa bimaculata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Lomographa,bimaculata,"Lomographa bimaculata (Fabricius, 1775)",EXACT,99
lunaria-annua,Lunaria annua,Lunaria annua,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lunaria,annua,Lunaria annua L.,EXACT,98
lycophotia-porphyrea,Lycophotia porphyrea,Lycophotia porphyrea,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lycophotia,porphyrea,"Lycophotia porphyrea (Denis & Schiffermüller) , 1775",EXACT,99
matricaria-discoidea,Matricaria discoidea,Matricaria discoidea,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,discoidea,Matricaria discoidea DC.,EXACT,99
medicago-falcata,Medicago falcata,Medicago falcata,species,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,falcata,Medicago falcata L.,EXACT,97
